"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HNRNPD",3.4911298100741e-83,0.972911973699436,0.938,0.591,1.27778842178522e-78,"10","HNRNPD"
"CASP3.1",7.19828559623551e-83,0.305963245604547,0.444,0.089,2.63464451107816e-78,"10","CASP3"
"RPS23.5",9.56915916844703e-83,-0.690480910890514,0.993,0.997,3.5024079472433e-78,"10","RPS23"
"LDHA.2",1.68478687649342e-82,1.04171645887176,0.958,0.692,6.16648844665358e-78,"10","LDHA"
"PSMD14",2.50482203640463e-82,0.51339565405488,0.696,0.188,9.16789913544459e-78,"10","PSMD14"
"HNRNPA3.2",3.142863943644e-82,0.984133162378509,0.961,0.683,1.15031963201314e-77,"10","HNRNPA3"
"ATP5MF.3",5.42491238000031e-82,0.878610602177651,0.964,0.67,1.98557218020391e-77,"10","ATP5MF"
"LCP1.6",1.8258274029199e-81,0.936202470000616,0.987,0.832,6.68271087742713e-77,"10","LCP1"
"SUPT16H",2.07632701778105e-81,0.715191643119295,0.788,0.261,7.59956451778043e-77,"10","SUPT16H"
"PKM.2",9.11125845458609e-81,0.982806962299251,0.941,0.612,3.33481170696305e-76,"10","PKM"
"FKBP3",9.26415780497334e-81,0.549040040851939,0.716,0.202,3.39077439819829e-76,"10","FKBP3"
"SUB1.4",2.98281346725018e-80,0.944930862739058,0.951,0.783,1.09173955714824e-75,"10","SUB1"
"TPI1.2",4.34431541491349e-80,1.08440198297903,0.964,0.696,1.59006288501249e-75,"10","TPI1"
"HIST1H4J",6.94680680907572e-80,0.705146655828264,0.366,0.069,2.5426007601898e-75,"10","HIST1H4J"
"GIHCG",1.52808716892616e-79,0.321169731983791,0.408,0.08,5.59295184698663e-75,"10","GIHCG"
"MYL6.6",2.39669266945085e-79,0.736268245848267,0.987,0.948,8.77213483945705e-75,"10","MYL6"
"HLTF",5.45746907438146e-79,0.251244268900031,0.431,0.086,1.99748825591436e-74,"10","HLTF"
"SIVA1",5.55039846744164e-79,0.887708510072011,0.853,0.371,2.03150134306831e-74,"10","SIVA1"
"VIM.6",5.71332112651958e-79,1.16497331242487,0.99,0.861,2.09113266551743e-74,"10","VIM"
"FDPS.2",1.45235233981811e-78,0.68198576994705,0.794,0.265,5.31575479896828e-74,"10","FDPS"
"SNRPF.1",1.84203086974266e-78,0.885387035454051,0.928,0.507,6.74201718634512e-74,"10","SNRPF"
"HIST1H2AB",2.28534993559099e-78,0.781986939252914,0.32,0.056,8.36460929925658e-74,"10","HIST1H2AB"
"GMPS",3.69982108264115e-78,0.598950580835612,0.729,0.212,1.35417151445749e-73,"10","GMPS"
"FN3KRP",3.82923632313595e-78,0.268946627064979,0.399,0.077,1.40153878663099e-73,"10","FN3KRP"
"EIF4EBP1",5.08503999469013e-78,0.289689882165621,0.415,0.083,1.86117548845654e-73,"10","EIF4EBP1"
"PPP1CA.6",9.98654732068803e-78,0.85793965616843,0.967,0.776,3.65517618484503e-73,"10","PPP1CA"
"RPL3.6",1.10197997143884e-77,-0.696742678434888,0.99,0.996,4.0333568934633e-73,"10","RPL3"
"RBBP7.1",1.84597689687504e-77,0.855217391797909,0.882,0.366,6.75646004025232e-73,"10","RBBP7"
"PSMB3.3",2.92076004623152e-77,0.89378924883889,0.915,0.506,1.0690273845212e-72,"10","PSMB3"
"DERA",3.44339415573683e-77,0.34845521489271,0.408,0.083,1.26031669494124e-72,"10","DERA"
"HIST1H4C.3",5.15509763158403e-77,2.77592421573366,0.987,0.79,1.88681728413607e-72,"10","HIST1H4C"
"UBE2A.3",6.77960664137838e-77,0.608281401047564,0.82,0.27,2.4814038268109e-72,"10","UBE2A"
"CPSF3",8.3393297829027e-77,0.281329902818789,0.444,0.093,3.05227809384022e-72,"10","CPSF3"
"KHSRP",1.01209398245539e-76,0.326195856058766,0.405,0.081,3.70436518518496e-72,"10","KHSRP"
"HIST1H3D.1",1.01921242789445e-76,1.65005523055318,0.641,0.208,3.73041940733649e-72,"10","HIST1H3D"
"COA6",2.57705809199329e-76,0.342996472123724,0.588,0.144,9.43229032250466e-72,"10","COA6"
"RPL29.3",4.43759702838046e-76,-0.595983078081673,0.997,0.995,1.62420488835753e-71,"10","RPL29"
"FARSB",7.07738340898269e-76,0.338605681218978,0.435,0.091,2.59039310152175e-71,"10","FARSB"
"HSP90AA1.3",8.1918823079935e-76,0.883642816669055,0.977,0.881,2.9983108435487e-71,"10","HSP90AA1"
"HIST1H2AE",1.04220087258547e-75,0.739118549897079,0.418,0.092,3.81455941375006e-71,"10","HIST1H2AE"
"RPS3A.6",1.10138587628167e-75,-0.724621484252964,0.974,0.996,4.03118244577856e-71,"10","RPS3A"
"PGM2",2.95867688418207e-75,0.285395013137728,0.402,0.081,1.08290532637948e-70,"10","PGM2"
"JUN.5",3.08657462021662e-75,-1.69970316864523,0.81,0.932,1.12971717674549e-70,"10","JUN"
"IFI16.6",8.50880887741685e-75,0.822445796660581,0.892,0.373,3.11430913722334e-70,"10","IFI16"
"PRKDC.1",1.12360622173994e-74,0.808274724646858,0.81,0.307,4.11251113219035e-70,"10","PRKDC"
"GSTP1.4",1.25359431009723e-74,0.961887174239063,0.967,0.662,4.58828053438689e-70,"10","GSTP1"
"CHCHD1",1.34193666149675e-74,0.403562368058218,0.611,0.16,4.91162237474426e-70,"10","CHCHD1"
"TXNDC5",1.66070376125048e-74,0.278981459771391,0.353,0.065,6.07834183655287e-70,"10","TXNDC5"
"CKAP5",2.34804777916015e-74,0.579416192690916,0.497,0.12,8.59408967650407e-70,"10","CKAP5"
"UBE2N.1",3.9417915495684e-74,0.807099740468964,0.892,0.376,1.44273512505753e-69,"10","UBE2N"
"ARHGAP19",3.94721162686488e-74,0.308776359370024,0.346,0.065,1.44471892754882e-69,"10","ARHGAP19"
"RPL14.6",4.09456794614405e-74,-0.643068383259057,0.977,0.994,1.49865281396819e-69,"10","RPL14"
"EXOSC8",7.36040102301079e-74,0.489873841323344,0.65,0.177,2.69398037843218e-69,"10","EXOSC8"
"WDR5",9.84059002614566e-74,0.26261923363278,0.408,0.083,3.60175435546957e-69,"10","WDR5"
"SARAF.6",1.11176501431378e-73,-0.976753204069283,0.951,0.955,4.06917112888987e-69,"10","SARAF"
"POLD2",1.84901922097216e-73,0.371179315786105,0.562,0.14,6.76759525068021e-69,"10","POLD2"
"RPL9.7",2.40765917952845e-73,-0.858740518717314,0.958,0.981,8.81227336299209e-69,"10","RPL9"
"MPDU1",2.68370657983868e-73,0.467572357001196,0.585,0.151,9.82263445286755e-69,"10","MPDU1"
"RPL6.2",2.885014180851e-73,-0.583399200437197,1,0.995,1.05594404033328e-68,"10","RPL6"
"CISD1",7.3185287987499e-73,0.373994566918967,0.513,0.123,2.67865472563045e-68,"10","CISD1"
"SEM1.4",9.50853072952758e-73,0.890571660817226,0.889,0.494,3.48021733231439e-68,"10","SEM1"
"PAFAH1B3",1.05232968471836e-72,0.405917676579727,0.578,0.148,3.85163187903766e-68,"10","PAFAH1B3"
"RAD21.1",1.29601875448783e-72,1.06369343422298,0.935,0.521,4.74355824330092e-68,"10","RAD21"
"PSMA3.1",2.1942794345579e-72,0.688811318236719,0.824,0.303,8.03128215842537e-68,"10","PSMA3"
"NELFCD.1",2.20462133395539e-72,0.538008773623259,0.742,0.228,8.06913454441011e-68,"10","NELFCD"
"POMP.5",2.63460051822616e-72,0.834046572952122,0.915,0.486,9.64290135675958e-68,"10","POMP"
"EBP",2.69236934944197e-72,0.473277835558089,0.618,0.17,9.85434105589256e-68,"10","EBP"
"ANAPC11",4.0220472155469e-72,0.833126451273819,0.899,0.427,1.47210950136232e-67,"10","ANAPC11"
"CCT5.1",4.34937372998819e-72,0.772025932020848,0.866,0.361,1.59191427891298e-67,"10","CCT5"
"ARPC5.3",4.36755839740745e-72,0.923777123694727,0.941,0.624,1.5985700490351e-67,"10","ARPC5"
"RPL18A.6",4.99529040719123e-72,-0.622996119291908,0.993,0.996,1.82832624193606e-67,"10","RPL18A"
"KLF2.3",6.14895891277301e-72,-1.07985345675371,0.941,0.951,2.25058045166405e-67,"10","KLF2"
"MZT2B.1",1.05229188789437e-71,0.770461069513356,0.958,0.8,3.85149353888219e-67,"10","MZT2B"
"HIST2H2AC",1.0980842828886e-71,0.600764198275294,0.48,0.118,4.01909828380057e-67,"10","HIST2H2AC"
"HIST1H4F",2.48975124677278e-71,1.93395703369342,0.474,0.126,9.11273853831306e-67,"10","HIST1H4F"
"TIMM17A",2.61729262049088e-71,0.363230936141462,0.598,0.156,9.57955272025866e-67,"10","TIMM17A"
"AP1S1",3.45781925193074e-71,0.257025395025331,0.458,0.101,1.26559642439917e-66,"10","AP1S1"
"PARK7.4",4.99674854190668e-71,0.861615167000358,0.944,0.675,1.82885993382327e-66,"10","PARK7"
"EEF1E1",5.05826997187406e-71,0.519206030716254,0.676,0.195,1.85137739240563e-66,"10","EEF1E1"
"H2AFX.3",5.85337056687248e-71,1.11681535214536,0.775,0.292,2.142392161181e-66,"10","H2AFX"
"GTF3C6.3",6.12080862395646e-71,0.664728887627459,0.824,0.3,2.24027716445431e-66,"10","GTF3C6"
"RBX1.3",6.53612092412e-71,0.798205722327789,0.915,0.477,2.39228561943716e-66,"10","RBX1"
"BLVRA",9.42909396964478e-71,0.33483796947459,0.493,0.116,3.45114268382968e-66,"10","BLVRA"
"HRAS",1.37330745981791e-70,0.303084670700934,0.48,0.112,5.02644263367954e-66,"10","HRAS"
"VPS25",1.89521112552814e-70,0.417576613709331,0.552,0.14,6.93666224054555e-66,"10","VPS25"
"HNRNPR.1",1.91850631656693e-70,0.81147846708851,0.925,0.502,7.02192496926661e-66,"10","HNRNPR"
"GNG5.4",3.79525391511858e-70,0.829383092856158,0.931,0.58,1.38910088547255e-65,"10","GNG5"
"VBP1",6.45190535317455e-70,0.484992398767554,0.735,0.223,2.36146187831542e-65,"10","VBP1"
"DLEU2",6.7077891112331e-70,0.272095555054044,0.49,0.115,2.45511789260243e-65,"10","DLEU2"
"SH2D1A.6",8.82702085800008e-70,0.910519001568151,0.817,0.333,3.23077790423661e-65,"10","SH2D1A"
"BAZ1B",9.18364212440486e-70,0.566386622962327,0.716,0.226,3.36130485395342e-65,"10","BAZ1B"
"TIMM10",1.12774644918948e-69,0.481829088664018,0.627,0.179,4.1276647786784e-65,"10","TIMM10"
"DBI.7",2.46802043209501e-69,0.857098564688791,0.944,0.636,9.03320158351095e-65,"10","DBI"
"ILF2",2.97440822423479e-69,0.741336527871009,0.895,0.393,1.08866315415218e-64,"10","ILF2"
"TXNRD1",7.29349735454655e-69,0.262228699552805,0.467,0.107,2.66949296673758e-64,"10","TXNRD1"
"AIFM1",9.61214354316337e-69,0.338876583358595,0.428,0.094,3.51814065823323e-64,"10","AIFM1"
"MTCH2",1.10187082616842e-68,0.410258196017311,0.647,0.182,4.03295741085905e-64,"10","MTCH2"
"POP4",1.15402995953575e-68,0.411996325060296,0.627,0.174,4.2238650548968e-64,"10","POP4"
"COMMD4",1.24669399457863e-68,0.385975019889772,0.592,0.158,4.56302468955726e-64,"10","COMMD4"
"NAP1L1.2",2.9403485874594e-68,0.882311534029417,0.922,0.532,1.07619698649601e-63,"10","NAP1L1"
"ARPC1B.5",3.32075280768466e-68,0.769954172247179,0.974,0.874,1.21542873514066e-63,"10","ARPC1B"
"CDK2AP2.5",3.62357488279127e-68,0.815927954365868,0.895,0.378,1.32626464285043e-63,"10","CDK2AP2"
"UBE2S.1",4.55743192632847e-68,1.10299955657928,0.804,0.326,1.66806565935548e-63,"10","UBE2S"
"MICB",4.81129213183447e-68,0.392102605302341,0.35,0.069,1.76098103317274e-63,"10","MICB"
"EIF4A3",5.85711345297756e-68,0.67274533688066,0.748,0.255,2.14376209492432e-63,"10","EIF4A3"
"ATP5F1B.4",1.04159421532842e-67,0.767173238768351,0.951,0.774,3.81233898752354e-63,"10","ATP5F1B"
"TSC22D3.6",1.70359303629719e-67,-1.42561292809949,0.712,0.865,6.23532087215135e-63,"10","TSC22D3"
"MRPS18C",2.76459541997917e-67,0.417546861530847,0.68,0.195,1.01186956966657e-62,"10","MRPS18C"
"ERI1",4.97505394198939e-67,0.2758564895714,0.31,0.057,1.82091949330754e-62,"10","ERI1"
"PSMA6.3",5.0778785653255e-67,0.820434681243017,0.912,0.532,1.85855433369479e-62,"10","PSMA6"
"PPM1G.2",5.73994108490942e-67,0.714626326583175,0.889,0.408,2.1008758364877e-62,"10","PPM1G"
"ACAA2.6",6.69834314023874e-67,0.594894776996276,0.814,0.286,2.45166057275878e-62,"10","ACAA2"
"MRPL17",1.00230197779549e-66,0.31023851939011,0.431,0.098,3.66852546892927e-62,"10","MRPL17"
"GOT2",1.26325297590229e-66,0.382361676846171,0.556,0.146,4.62363221709996e-62,"10","GOT2"
"BANF1.1",1.30090698057609e-66,0.800228434248782,0.882,0.425,4.76144963960655e-62,"10","BANF1"
"AP2S1.3",1.57423094711321e-66,0.721634169495494,0.899,0.412,5.76184268952907e-62,"10","AP2S1"
"TRNAU1AP",2.03143838946585e-66,0.373528512476383,0.549,0.143,7.43526764928397e-62,"10","TRNAU1AP"
"NDUFB3.2",2.45559248142205e-66,0.751892421806876,0.869,0.371,8.98771404125285e-62,"10","NDUFB3"
"NDUFB6",2.46855761228048e-66,0.704022855561138,0.859,0.361,9.03516771670777e-62,"10","NDUFB6"
"TPT1.6",2.78394760780143e-66,-0.74148063515583,0.99,0.997,1.0189526639314e-61,"10","TPT1"
"IER2.5",4.28646198899014e-66,-1.48860262181695,0.853,0.904,1.56888795259028e-61,"10","IER2"
"VDAC1.1",4.59335713164365e-66,0.724499374794997,0.846,0.363,1.68121464375289e-61,"10","VDAC1"
"EIF4A1.3",5.52616842670502e-66,0.883067903481032,0.938,0.76,2.02263290585831e-61,"10","EIF4A1"
"MRPS28",5.57273123668825e-66,0.27969686702258,0.487,0.118,2.03967535994027e-61,"10","MRPS28"
"BAK1",6.027788356264e-66,0.324568817421774,0.52,0.132,2.20623081627619e-61,"10","BAK1"
"PRDX4",6.58475380522469e-66,0.255474588546613,0.405,0.089,2.41008574025029e-61,"10","PRDX4"
"ITM2B.1",7.27275263656192e-66,-0.84235187458493,0.941,0.951,2.66190019250803e-61,"10","ITM2B"
"TPRKB",8.07368859257547e-66,0.412376486026168,0.644,0.183,2.95505076176855e-61,"10","TPRKB"
"MAD2L2",8.46641578389083e-66,0.477905745681974,0.673,0.201,3.09879284106188e-61,"10","MAD2L2"
"MRPL22",8.70956119050294e-66,0.404926698406426,0.657,0.191,3.18778649133598e-61,"10","MRPL22"
"MPST.1",9.6925756154628e-66,0.391473711155677,0.507,0.128,3.54757960101554e-61,"10","MPST"
"ACTR3.4",1.60429742066471e-65,0.891220419476792,0.944,0.693,5.87188898937491e-61,"10","ACTR3"
"SAAL1",1.74460157328991e-65,0.259657937157214,0.35,0.071,6.38541621839841e-61,"10","SAAL1"
"LBR.2",1.95353464405467e-65,0.76889195988335,0.866,0.373,7.15013215070448e-61,"10","LBR"
"THOC6",2.86922098915841e-65,0.275804978670947,0.448,0.105,1.05016357424187e-60,"10","THOC6"
"EBNA1BP2",3.13395754662122e-65,0.389483785862717,0.526,0.137,1.14705980163883e-60,"10","EBNA1BP2"
"COX6C.1",5.08839103937739e-65,0.715495031557653,0.954,0.834,1.86240200432252e-60,"10","COX6C"
"MRPS16",6.89846543686319e-65,0.429656485679776,0.624,0.178,2.5249073345463e-60,"10","MRPS16"
"TCP1",7.88633772948547e-65,0.662005645560613,0.804,0.293,2.88647847236898e-60,"10","TCP1"
"FAM207A",1.05587649873473e-64,0.287944933406912,0.48,0.117,3.86461357301899e-60,"10","FAM207A"
"XPO1",1.43574663581505e-64,0.469372035279415,0.729,0.226,5.25497626174667e-60,"10","XPO1"
"DCUN1D5",1.54991105421753e-64,0.313332275372807,0.559,0.148,5.67282944954158e-60,"10","DCUN1D5"
"JUND.5",2.29029297159674e-64,-1.09865437385513,0.941,0.949,8.38270130534121e-60,"10","JUND"
"SLIRP",3.79754691147302e-64,0.627677024759608,0.804,0.296,1.38994014506824e-59,"10","SLIRP"
"PSMB8.6",3.96257639421626e-64,0.772445561233357,0.951,0.727,1.45034258604709e-59,"10","PSMB8"
"MRPS23",4.01970938296239e-64,0.300059365460369,0.588,0.158,1.47125383125807e-59,"10","MRPS23"
"RPS29.6",4.36492851820544e-64,-0.654971064150741,0.997,0.993,1.59760748694837e-59,"10","RPS29"
"CFAP20",4.38868774313587e-64,0.312797617971618,0.458,0.111,1.60630360086516e-59,"10","CFAP20"
"MIR4435-2HG.6",5.02276656617705e-64,0.518980316047112,0.745,0.242,1.83838279088646e-59,"10","MIR4435-2HG"
"HLA-DPA1.10",5.61771261132078e-64,0.953193928955133,0.886,0.509,2.05613899286952e-59,"10","HLA-DPA1"
"CCDC47",1.30477260682152e-63,0.358117568386948,0.503,0.128,4.77559821822746e-59,"10","CCDC47"
"CAP1.7",1.52447803501636e-63,0.791639457287435,0.964,0.715,5.57974205596338e-59,"10","CAP1"
"PSMC3.1",2.14270817246447e-63,0.620478590543247,0.797,0.291,7.84252618203721e-59,"10","PSMC3"
"CSRP1",2.88936432129808e-63,0.398784571265216,0.673,0.201,1.05753623523831e-58,"10","CSRP1"
"PDIA6.2",4.47029462943842e-63,0.79168254315021,0.895,0.434,1.63617253732076e-58,"10","PDIA6"
"MRPL47",4.53269971615889e-63,0.440133906641186,0.644,0.189,1.65901342311131e-58,"10","MRPL47"
"RNASEH2B.2",6.31943829865081e-63,0.626683719410899,0.801,0.31,2.31297761168918e-58,"10","RNASEH2B"
"NUDT5",2.31274428329759e-62,0.427449872798988,0.725,0.227,8.46487535129753e-58,"10","NUDT5"
"ROMO1.1",2.63406265213868e-62,0.811191172475779,0.925,0.516,9.64093271309279e-58,"10","ROMO1"
"NDUFA6.2",3.06893746061884e-62,0.707892938458985,0.899,0.476,1.1232617999611e-57,"10","NDUFA6"
"ATP1B3.3",3.25652757948077e-62,0.472945308040124,0.748,0.244,1.19192165936576e-57,"10","ATP1B3"
"PSMD8.3",6.26598043653564e-62,0.747172452782666,0.886,0.499,2.29341149957641e-57,"10","PSMD8"
"MRPL28.1",7.60063987590729e-62,0.506154933359411,0.699,0.225,2.78191020098083e-57,"10","MRPL28"
"EIF2S1",7.69687799354213e-62,0.457792651382168,0.654,0.2,2.81713431441635e-57,"10","EIF2S1"
"GLRX3",9.02632681423332e-62,0.465377259069651,0.709,0.224,3.30372587727754e-57,"10","GLRX3"
"NDUFA2.2",1.09786162893935e-61,0.740772379031809,0.905,0.459,4.0182833480809e-57,"10","NDUFA2"
"HCFC1",1.39877837890096e-61,0.306428247343485,0.467,0.118,5.11966874461541e-57,"10","HCFC1"
"SNRNP40",1.77845700101097e-61,0.457080976981686,0.693,0.221,6.50933046940025e-57,"10","SNRNP40"
"RNASEH2C.1",2.12382743273359e-61,0.509995668152477,0.771,0.262,7.77342078654821e-57,"10","RNASEH2C"
"TOX.1",2.17019546365125e-61,0.365240480512192,0.487,0.124,7.94313241650995e-57,"10","TOX"
"PSMB9.6",2.32397645053833e-61,0.771152155572232,0.971,0.782,8.50598620661535e-57,"10","PSMB9"
"STOML2",2.74097072424649e-61,0.517954739286542,0.745,0.256,1.00322269478146e-56,"10","STOML2"
"SARNP.2",3.57116316445675e-61,0.454844955255535,0.719,0.232,1.30708142982282e-56,"10","SARNP"
"EIF1.3",4.12442707577959e-61,-0.695106914279385,0.987,0.992,1.50958155400609e-56,"10","EIF1"
"DECR1.3",4.85490429591524e-61,0.643300559425701,0.83,0.341,1.77694352134794e-56,"10","DECR1"
"SDF2L1.1",6.02359617408105e-61,0.701768590473426,0.761,0.289,2.2046964356754e-56,"10","SDF2L1"
"MRPS14",1.19014357266856e-60,0.260411936236681,0.474,0.119,4.35604449032418e-56,"10","MRPS14"
"GSR",1.19082292578606e-60,0.344708336625491,0.575,0.16,4.35853099066955e-56,"10","GSR"
"TARS",2.26079993672134e-60,0.305865042950641,0.516,0.137,8.27475384839377e-56,"10","TARS"
"EXOSC2",2.36133013291418e-60,0.276734308180028,0.258,0.045,8.6427044194792e-56,"10","EXOSC2"
"SRPK1.1",2.75732025259214e-60,0.399247278202483,0.637,0.186,1.00920678565125e-55,"10","SRPK1"
"CKAP2.1",3.38961985772874e-60,0.318669713261344,0.428,0.105,1.2406347641273e-55,"10","CKAP2"
"HTATSF1",3.63165578538385e-60,0.484774332847367,0.725,0.237,1.32922233400834e-55,"10","HTATSF1"
"RPL36.6",4.77017004356656e-60,-0.608486698263374,0.997,0.993,1.7459299376458e-55,"10","RPL36"
"PPP5C",4.93623612043235e-60,0.307211744599639,0.618,0.174,1.80671178243945e-55,"10","PPP5C"
"MZT1",4.95189602111451e-60,0.400702045170737,0.601,0.175,1.81244346268812e-55,"10","MZT1"
"THOC3.1",6.38491468288432e-60,0.409422322350639,0.644,0.197,2.33694262308249e-55,"10","THOC3"
"TRAP1",7.66616777157578e-60,0.339052783971798,0.49,0.128,2.80589406607445e-55,"10","TRAP1"
"LSM2.2",8.58696784158713e-60,0.589201303496342,0.82,0.32,3.1429160996993e-55,"10","LSM2"
"RPS18.6",9.11217656482955e-60,-0.607022212321708,1,0.998,3.33514774449326e-55,"10","RPS18"
"COA4",1.0183250978205e-59,0.405864311248964,0.565,0.158,3.72717169053281e-55,"10","COA4"
"PDS5B",1.0929544047777e-59,0.261591278392423,0.438,0.107,4.00032241692685e-55,"10","PDS5B"
"SNRPD3",1.6613523998304e-59,0.317451246590383,0.513,0.137,6.08071591861926e-55,"10","SNRPD3"
"PSMC2",1.93436949564523e-59,0.367473211250793,0.627,0.184,7.07998579101112e-55,"10","PSMC2"
"ECI1",2.2538641403104e-59,0.350676304857159,0.51,0.136,8.24936813995008e-55,"10","ECI1"
"PDCD5.1",2.28253168638219e-59,0.694644864525909,0.869,0.381,8.35429422532744e-55,"10","PDCD5"
"MRPS33",3.35681993631442e-59,0.310095982392741,0.572,0.16,1.22862966489044e-54,"10","MRPS33"
"MLEC",4.19727573559647e-59,0.347884277392112,0.624,0.184,1.53624489198566e-54,"10","MLEC"
"HSPBP1",4.41250008561172e-59,0.256577497310347,0.451,0.111,1.61501915633475e-54,"10","HSPBP1"
"ELP6",6.78820169155017e-59,0.298097014935865,0.516,0.136,2.48454970112428e-54,"10","ELP6"
"VDAC3",1.03828423431148e-58,0.624285454192114,0.846,0.342,3.80022412600343e-54,"10","VDAC3"
"CBX1",1.568801797068e-58,0.339505306396169,0.523,0.141,5.74197145744859e-54,"10","CBX1"
"ZFP36.6",1.62350075555411e-58,-1.47804250322851,0.771,0.865,5.94217511540358e-54,"10","ZFP36"
"NAA38.2",1.7097292388421e-58,0.733346178937223,0.873,0.432,6.25777998708597e-54,"10","NAA38"
"PPIH",1.87069443260772e-58,0.45469937955173,0.706,0.227,6.8469286927875e-54,"10","PPIH"
"NAA50.1",1.93999980834492e-58,0.401865159279301,0.68,0.214,7.10059329852322e-54,"10","NAA50"
"DKC1",2.68281934914613e-58,0.281617929510826,0.497,0.131,9.81938709980974e-54,"10","DKC1"
"PSMA7.2",2.68523428370216e-58,0.759710848344206,0.938,0.717,9.82822600177829e-54,"10","PSMA7"
"CALU",2.71644676268408e-58,0.252165629473972,0.418,0.101,9.94246679610001e-54,"10","CALU"
"CYB5B",4.30715194202516e-58,0.332519989453982,0.634,0.188,1.57646068230063e-53,"10","CYB5B"
"PRDX1.3",4.58531120590275e-58,0.880500166501348,0.876,0.486,1.67826975447246e-53,"10","PRDX1"
"RPL7A.2",5.4035660591818e-58,-0.485541056069574,0.997,0.996,1.97775921332113e-53,"10","RPL7A"
"DAZAP1.1",6.78082737726711e-58,0.703798013672583,0.879,0.433,2.48185062835353e-53,"10","DAZAP1"
"CAPZA1.2",7.52380577741688e-58,0.634565116923672,0.856,0.365,2.75378815259235e-53,"10","CAPZA1"
"ATG3",8.24490231613751e-58,0.461578632777957,0.788,0.277,3.01771669672949e-53,"10","ATG3"
"HPF1",9.90306685635489e-58,0.298280047456599,0.516,0.139,3.62462150009445e-53,"10","HPF1"
"TMX1",1.03930371736656e-57,0.464260320462827,0.742,0.248,3.80395553593333e-53,"10","TMX1"
"TCERG1",1.14576711995457e-57,0.387359056595523,0.641,0.193,4.19362223574574e-53,"10","TCERG1"
"MRPL32",1.16092277583806e-57,0.271354773537285,0.5,0.133,4.2490934518449e-53,"10","MRPL32"
"NDUFS6.2",1.17995847429007e-57,0.697720189222425,0.879,0.421,4.31876601174909e-53,"10","NDUFS6"
"EEF1D.1",1.22452262296711e-57,-0.60988458912986,0.974,0.981,4.48187525232191e-53,"10","EEF1D"
"PSMB6.3",1.28269147357984e-57,0.701099181070787,0.905,0.502,4.69477906244956e-53,"10","PSMB6"
"GART",1.33339141813907e-57,0.284936146626311,0.51,0.138,4.8803459295308e-53,"10","GART"
"APOBEC3C.6",1.46666775633255e-57,0.469006338564083,0.758,0.261,5.36815065495277e-53,"10","APOBEC3C"
"RALY.2",1.60770193765123e-57,0.71851262111113,0.954,0.628,5.88434986199726e-53,"10","RALY"
"SMC6",1.89624295482337e-57,0.2735456960432,0.5,0.133,6.94043883894901e-53,"10","SMC6"
"SLC25A3.2",1.95413798786614e-57,0.704582325008392,0.941,0.728,7.15234044938884e-53,"10","SLC25A3"
